asset,period,period_type,start_date,end_date,daily_vol_std,annualized_vol,atr_14,atr_pct
CCL,2019-S1,semester,2019-01-01,2019-06-30,0.0008811331869838559,0.27623209214014444,0.043271428571428724,0.08058677789460433
CCL,2019-S2,semester,2019-07-01,2019-12-31,0.0009265943748458968,0.2904840113957266,0.03154999999999981,0.06949073925596574
CCL,2020-S1,semester,2020-01-01,2020-06-30,0.0038816806030610856,1.2168929395040784,0.016442857142857394,0.07573035960338077
CCL,2020-S2,semester,2020-07-01,2020-12-31,0.0020289539201152093,0.6360697729793265,0.01000000000000004,0.0596881844130434
CCL,2021-S1,semester,2021-01-01,2021-06-30,0.0015742168732149901,0.49351134061695545,0.014285714285713727,0.055377419994119235
CCL,2021-S2,semester,2021-07-01,2021-12-31,0.0014191685626747505,0.44490425165923364,0.008571428571428896,0.03848363042795337
CCL,2022-S1,semester,2022-01-01,2022-06-30,0.0018169498594356635,0.5696072607407653,0.00787857142857121,0.04546491163819285
CCL,2022-S2,semester,2022-07-01,2022-12-31,0.0019359574147465007,0.6069157022676633,0.014285714285714743,0.15645521671138382
CCL,2023-S1,semester,2023-01-01,2023-06-30,0.001588072729871612,0.4978551019565482,0.009992857142856693,0.08990180651764075
CCL,2023-S2,semester,2023-07-01,2023-12-31,0.0014986415226067166,0.4698187394062252,0.012157142857142946,0.07764335858162823
CCL,2024-S1,semester,2024-01-01,2024-06-30,0.0013782873018666315,0.43208812309981703,0.003592857142856382,0.02262015442004031
CCL,2024-S2,semester,2024-07-01,2024-12-31,0.0012772971452976857,0.4004280714223948,0.010657142857142128,0.0528608813712542
CCL,2025-S1,semester,2025-01-01,2025-06-30,0.0016460119973183097,0.5160188543838664,0.03058571428571431,0.13617948805097352
CCL,2025-S2,semester,2025-07-01,2025-12-31,0.001171048275207108,0.36711943192703045,0.012607142857143165,0.04337055894551113
EXPE,Overall,overall,2016-01-01,2026-01-01,0.001601781016515747,0.5021526006267868,0.24385714285714194,0.18449920212455642
EXPE,2016-S1,semester,2016-01-01,2016-06-30,0.0017546979105686415,0.5500914981643934,0.11571428571428401,0.10756974386103399
EXPE,2016-S2,semester,2016-07-01,2016-12-31,0.0010792583917231982,0.33834363284624397,0.07214285714285751,0.0613997626643155
EXPE,2017-S1,semester,2017-01-01,2017-06-30,0.0008321413198347002,0.260873317598026,0.09354285714286041,0.07134362456903262
EXPE,2017-S2,semester,2017-07-01,2017-12-31,0.0010052397824663207,0.31513906446275197,0.15428571428571405,0.11117441311392802
EXPE,2018-S1,semester,2018-01-01,2018-06-30,0.001260994686109868,0.39531730896899653,0.09285714285714265,0.0801527157567787
EXPE,2018-S2,semester,2018-07-01,2018-12-31,0.0012668027187511084,0.3971381063596837,0.1546500000000017,0.12375942227075501
EXPE,2019-S1,semester,2019-01-01,2019-06-30,0.0010011184790813187,0.3138470506410047,0.24428571428570933,0.19955685020804909
EXPE,2019-S2,semester,2019-07-01,2019-12-31,0.0011511953885671568,0.36089562320822965,0.0721428571428565,0.05795644007525162
EXPE,2020-S1,semester,2020-01-01,2020-06-30,0.003153947513646629,0.988751227469971,0.11464285714285742,0.13676921842137016
EXPE,2020-S2,semester,2020-07-01,2020-12-31,0.0018342720746382093,0.5750377130453482,0.20000000000000082,0.1978753942253677
EXPE,2021-S1,semester,2021-01-01,2021-06-30,0.001652279107425542,0.5179835709127255,0.0853571428571444,0.05245119545028011
EXPE,2021-S2,semester,2021-07-01,2021-12-31,0.0014587930564032073,0.45732638824913174,0.1553571428571396,0.09568081224410671
EXPE,2022-S1,semester,2022-01-01,2022-06-30,0.0019621435910854293,0.6151249745798473,0.16892857142857107,0.10263196440399834
EXPE,2022-S2,semester,2022-07-01,2022-12-31,0.0018093932351414274,0.5672382861417503,0.10138571428571197,0.10313125181662317
EXPE,2023-S1,semester,2023-01-01,2023-06-30,0.0015220002605766897,0.47714161993610965,0.22285714285714317,0.2196319817820886
EXPE,2023-S2,semester,2023-07-01,2023-12-31,0.0013049184409838718,0.4090872484999647,0.12015714285714653,0.10331252685318931
EXPE,2024-S1,semester,2024-01-01,2024-06-30,0.001228554690481524,0.3851474867516445,0.03000000000000012,0.02263887594561684
EXPE,2024-S2,semester,2024-07-01,2024-12-31,0.0015230044059648229,0.4774564159118762,0.20178571428571143,0.13311946995511348
EXPE,2025-S1,semester,2025-01-01,2025-06-30,0.0018907826381044622,0.5927535719017546,0.09500000000000293,0.05531122088183165
EXPE,2025-S2,semester,2025-07-01,2025-12-31,0.001562168763340289,0.4897343014063282,0.24385714285714194,0.10915515021196437
NCLH,Overall,overall,2016-01-01,2026-01-01,0.002002317609093617,0.6277193850594527,0.01887142857142849,0.06276563277035213
NCLH,2016-S1,semester,2016-01-01,2016-06-30,0.0015727465822089337,0.4930504096627509,0.02535714285714314,0.052964548345036146
NCLH,2016-S2,semester,2016-07-01,2016-12-31,0.001182850778391848,0.3708194743217237,0.03785714285714446,0.09623730802725611
NCLH,2017-S1,semester,2017-01-01,2017-06-30,0.0009591055460371593,0.3006761468966374,0.036428571428573316,0.07268356588852043
NCLH,2017-S2,semester,2017-07-01,2017-12-31,0.0011783247725791876,0.3694005877411953,0.03107142857142975,0.055782679814737585
NCLH,2018-S1,semester,2018-01-01,2018-06-30,0.0009834119788025817,0.3082961263440571,0.04000000000000016,0.07307138602927746
NCLH,2018-S2,semester,2018-07-01,2018-12-31,0.0011263822368214643,0.3531167891788753,0.09785714285714368,0.19495251557254437
NCLH,2019-S1,semester,2019-01-01,2019-06-30,0.0010221911092767602,0.32045324458735647,0.06499999999999874,0.12135595988356315
NCLH,2019-S2,semester,2019-07-01,2019-12-31,0.0009274062582939517,0.2907385339432178,0.04464285714285816,0.08635995814378472
NCLH,2020-S1,semester,2020-01-01,2020-06-30,0.004559222609172693,1.4292999270353164,0.03357857142857133,0.1471275140277413
NCLH,2020-S2,semester,2020-07-01,2020-12-31,0.002235980855610492,0.7009719743332207,0.01642857142857146,0.08923083860245626
NCLH,2021-S1,semester,2021-01-01,2021-06-30,0.0018631970779110906,0.5841055977729438,0.015714285714286142,0.05517045157906207
NCLH,2021-S2,semester,2021-07-01,2021-12-31,0.0016914405282805617,0.5302605358185553,0.010714285714285359,0.04357544960102446
NCLH,2022-S1,semester,2022-01-01,2022-06-30,0.0021779330797256943,0.6827742048999447,0.00712857142857131,0.03835286520768367
NCLH,2022-S2,semester,2022-07-01,2022-12-31,0.002293456325074967,0.7189903277574685,0.010707142857142646,0.07608231934049235
NCLH,2023-S1,semester,2023-01-01,2023-06-30,0.001873612000237305,0.587370638547875,0.02213571428571421,0.1465641584600272
NCLH,2023-S2,semester,2023-07-01,2023-12-31,0.001660478236505834,0.5205539684565166,0.02428571428571377,0.14038687270386013
NCLH,2024-S1,semester,2024-01-01,2024-06-30,0.001556080608668273,0.48782568676422117,0.025678571428571977,0.14415969912427912
NCLH,2024-S2,semester,2024-07-01,2024-12-31,0.001552962280955342,0.4868481022164526,0.027871428571428578,0.12837027064633952
NCLH,2025-S1,semester,2025-01-01,2025-06-30,0.0020620344639789437,0.6464404047698423,0.01791428571428685,0.08643456980836893
NCLH,2025-S2,semester,2025-07-01,2025-12-31,0.0016394410354423693,0.5139588814159008,0.01887142857142849,0.08325898843227852
MMYT,Overall,overall,2016-01-01,2026-01-01,0.0026518600072748676,0.8313485959821607,0.11085714285714333,0.2630477027973762
MMYT,2016-S1,semester,2016-01-01,2016-06-30,0.0032472108658277354,1.0179889536997313,0.039285714285714084,0.22793553597555316
MMYT,2016-S2,semester,2016-07-01,2016-12-31,0.0031172400403237134,0.9772435663093737,0.07856428571428634,0.3476817732652871
MMYT,2017-S1,semester,2017-01-01,2017-06-30,0.0018023338368334165,0.5650251901051029,0.05535714285714276,0.16581334961996683
MMYT,2017-S2,semester,2017-07-01,2017-12-31,0.00211276194940216,0.6623432894125478,0.07142857142857093,0.23909673841767692
MMYT,2018-S1,semester,2018-01-01,2018-06-30,0.002056703628106103,0.64476920685361,0.06248571428571381,0.18443305081329606
MMYT,2018-S2,semester,2018-07-01,2018-12-31,0.002313747424946124,0.7253515147517078,0.029285714285714297,0.10496900938269012
MMYT,2019-S1,semester,2019-01-01,2019-06-30,0.002269796338293673,0.7115730068062776,0.026785714285714284,0.10189574231530783
MMYT,2019-S2,semester,2019-07-01,2019-12-31,0.0018883749155372779,0.5919987595171445,0.03250000000000013,0.1331978052874147
MMYT,2020-S1,semester,2020-01-01,2020-06-30,0.003570924649507617,1.119472063224392,0.02999999999999949,0.16792628782028932
MMYT,2020-S2,semester,2020-07-01,2020-12-31,0.004579834821135183,1.4357617815178658,0.06033571428571476,0.31498762267979197
MMYT,2021-S1,semester,2021-01-01,2021-06-30,0.002864040657405344,0.897866468379891,0.04464285714285689,0.14958556628428984
MMYT,2021-S2,semester,2021-07-01,2021-12-31,0.002522135612958903,0.7906804638849315,0.024285714285714022,0.08521866289310633
MMYT,2022-S1,semester,2022-01-01,2022-06-30,0.0033853975497028697,1.0613099832065185,0.044142857142857296,0.17158424179709414
MMYT,2022-S2,semester,2022-07-01,2022-12-31,0.0025851284592403167,0.8104284951419772,0.043214285714285997,0.1436397634189302
MMYT,2023-S1,semester,2023-01-01,2023-06-30,0.0020878314034276277,0.6545276527137257,0.026207142857142682,0.10002868042341868
MMYT,2023-S2,semester,2023-07-01,2023-12-31,0.0018027412009499642,0.5651528972937993,0.031999999999999015,0.08317838161501678
MMYT,2024-S1,semester,2024-01-01,2024-06-30,0.002227617356866883,0.6983500474898264,0.1103500000000009,0.1670782418479506
MMYT,2024-S2,semester,2024-07-01,2024-12-31,0.0026084321798476714,0.8177341279261127,0.19071428571428584,0.1911896974090417
MMYT,2025-S1,semester,2025-01-01,2025-06-30,0.0026538151264130943,0.8319615188159769,0.09849999999999934,0.09702391928006615
MMYT,2025-S2,semester,2025-07-01,2025-12-31,0.0017318373608115748,0.5429247978514882,0.11085714285714333,0.12381016640070225
TNL,Overall,overall,2016-01-01,2026-01-01,0.0017241032416968898,0.5405001792632093,0.05614285714285826,0.0991629465110838
TNL,2016-S1,semester,2016-01-01,2016-06-30,0.0010845146253593086,0.3399914432289742,0.03571428571428571,0.050652263417911896
TNL,2016-S2,semester,2016-07-01,2016-12-31,0.000755703792965388,0.23691042722341182,0.03357142857142849,0.04734334153958136
TNL,2017-S1,semester,2017-01-01,2017-06-30,0.0006360904358029344,0.19941206898997454,0.052500000000000976,0.05913351234708234
TNL,2017-S2,semester,2017-07-01,2017-12-31,0.0007726454689938982,0.24222158186251364,0.07142857142857041,0.06786729876003605
TNL,2018-S1,semester,2018-01-01,2018-06-30,0.0027102627007108476,0.8496576307940975,0.027142857142855803,0.0262502204050313
TNL,2018-S2,semester,2018-07-01,2018-12-31,0.0012120013351309337,0.37995806925156733,0.055357142857143264,0.13283200668564402
TNL,2019-S1,semester,2019-01-01,2019-06-30,0.0010684798741985293,0.3349646062813723,0.04157142857142863,0.09812026446646593
TNL,2019-S2,semester,2019-07-01,2019-12-31,0.0010818747191599458,0.3391638421088758,0.04071428571428675,0.08837925141750085
TNL,2020-S1,semester,2020-01-01,2020-06-30,0.0040856187734129345,1.280826824069655,0.04678571428571462,0.13963043172640055
TNL,2020-S2,semester,2020-07-01,2020-12-31,0.002192848949930134,0.6874502766828802,0.06063571428571483,0.1775919570648827
TNL,2021-S1,semester,2021-01-01,2021-06-30,0.0017558446975275816,0.5504510117607334,0.043571428571428025,0.07408250634793763
TNL,2021-S2,semester,2021-07-01,2021-12-31,0.001614592218481718,0.5061688664696428,0.047499999999998925,0.08782635435106244
TNL,2022-S1,semester,2022-01-01,2022-06-30,0.0017641214081047882,0.5530457308254032,0.05914285714285837,0.11204111236270439
TNL,2022-S2,semester,2022-07-01,2022-12-31,0.0015390915749261295,0.4824996856518402,0.04073571428571553,0.10223129436332237
TNL,2023-S1,semester,2023-01-01,2023-06-30,0.0012061677625547773,0.378129265182935,0.046071428571428284,0.11687863477832293
TNL,2023-S2,semester,2023-07-01,2023-12-31,0.001186960997305556,0.37210801320149733,0.036428571428571796,0.09571182427200162
TNL,2024-S1,semester,2024-01-01,2024-06-30,0.0010998748434138794,0.3448068164683669,0.045214285714285395,0.10315395294822272
TNL,2024-S2,semester,2024-07-01,2024-12-31,0.0015618996804519058,0.489649944886434,0.06999999999999927,0.14825742625540397
TNL,2025-S1,semester,2025-01-01,2025-06-30,0.0019580318094238338,0.6138359457842189,0.04050714285714209,0.08194483483467971
TNL,2025-S2,semester,2025-07-01,2025-12-31,0.0012281226020957779,0.3850120285932784,0.05614285714285826,0.08976829133412692
LIND,Overall,overall,2016-01-01,2026-01-01,0.0038616765050719652,1.2106217265699406,0.01714285714285754,0.147821905748708
LIND,2016-S1,semester,2016-01-01,2016-06-30,0.003987972709886373,1.2502151335606175,0.015714285714286142,0.15874214257716313
LIND,2016-S2,semester,2016-07-01,2016-12-31,0.003067799075418983,0.9617440012324867,0.03535714285714293,0.37897511992434757
LIND,2017-S1,semester,2017-01-01,2017-06-30,0.0031006925001634098,0.9720559718505833,0.012299999999999756,0.13170605355147946
LIND,2017-S2,semester,2017-07-01,2017-12-31,0.0027581167898032364,0.8646597159983785,0.024285714285714275,0.2326233527124965
LIND,2018-S1,semester,2018-01-01,2018-06-30,0.0023578764114921724,0.7391857936753804,0.013928571428571321,0.12584304409712593
LIND,2018-S2,semester,2018-07-01,2018-12-31,0.002956449685996175,0.926836367229872,0.040892857142857,0.29762441906313103
LIND,2019-S1,semester,2019-01-01,2019-06-30,0.001939927512017404,0.6081603135152495,0.018214285714284628,0.11801651869422305
LIND,2019-S2,semester,2019-07-01,2019-12-31,0.0018264631699924994,0.5725896494614637,0.024285714285714275,0.14209909317914063
LIND,2020-S1,semester,2020-01-01,2020-06-30,0.007046479040938743,2.209045892781531,0.022071428571428773,0.2574914091679535
LIND,2020-S2,semester,2020-07-01,2020-12-31,0.00409965415340871,1.2852268653318462,0.023942857142857172,0.24130852195056962
LIND,2021-S1,semester,2021-01-01,2021-06-30,0.0032530856297820388,1.019830671117596,0.02000000000000021,0.11343707516864633
LIND,2021-S2,semester,2021-07-01,2021-12-31,0.0031549011204012336,0.9890501797654863,0.045000000000000054,0.30355522364544385
LIND,2022-S1,semester,2022-01-01,2022-06-30,0.0037678818427355713,1.181217436513124,0.025000000000000102,0.17546596372070722
LIND,2022-S2,semester,2022-07-01,2022-12-31,0.0047558089979575745,1.4909290544617908,0.013214285714285496,0.15448164079715623
LIND,2023-S1,semester,2023-01-01,2023-06-30,0.00331107216397766,1.0380092415010833,0.018928571428571597,0.18649643021722095
LIND,2023-S2,semester,2023-07-01,2023-12-31,0.003616123117958139,1.1336416208872413,0.01821428571428577,0.209351838004394
LIND,2024-S1,semester,2024-01-01,2024-06-30,0.0031242175832104503,0.9794310009651929,0.0775000000000002,0.9154074515269938
LIND,2024-S2,semester,2024-07-01,2024-12-31,0.004211945268341435,1.3204297269024028,0.01571428571428576,0.15046561358235097
LIND,2025-S1,semester,2025-01-01,2025-06-30,0.005016701761811593,1.5727179997066154,0.01642857142857146,0.15529438126627065
LIND,2025-S2,semester,2025-07-01,2025-12-31,0.0029350475141976663,0.920126863173531,0.01714285714285754,0.1327779200588813
TRIP,Overall,overall,2016-01-01,2026-01-01,0.0019834897016998993,0.6218169036561698,0.03664285714285739,0.10947253639198402
TRIP,2016-S1,semester,2016-01-01,2016-06-30,0.0017391302636627305,0.5452110967244717,0.15999285714285755,0.24456793979165414
TRIP,2016-S2,semester,2016-07-01,2016-12-31,0.001146046777703453,0.3592815521784406,0.04099285714285677,0.06864913901385285
TRIP,2017-S1,semester,2017-01-01,2017-06-30,0.0011247841304019505,0.35261578855122216,0.03321428571428443,0.07490098019343581
TRIP,2017-S2,semester,2017-07-01,2017-12-31,0.0015826057114888702,0.49614121131215794,0.05607142857142934,0.1462315400365293
TRIP,2018-S1,semester,2018-01-01,2018-06-30,0.0016654795403341555,0.5221218592593302,0.05428571428571465,0.12425520135798816
TRIP,2018-S2,semester,2018-07-01,2018-12-31,0.0017044566468699999,0.5343410422875173,0.08999999999999986,0.163454809219937
TRIP,2019-S1,semester,2019-01-01,2019-06-30,0.0013540632900177307,0.42449398231395635,0.04642857142857082,0.08968716652018968
TRIP,2019-S2,semester,2019-07-01,2019-12-31,0.0015266714752746899,0.4786060289811046,0.02321428571428541,0.061686921996519234
TRIP,2020-S1,semester,2020-01-01,2020-06-30,0.003224152912428655,1.0107603680534452,0.09129999999999962,0.4114321827121155
TRIP,2020-S2,semester,2020-07-01,2020-12-31,0.0022161303562042564,0.6947489140036232,0.03428571428571381,0.15215804679785122
TRIP,2021-S1,semester,2021-01-01,2021-06-30,0.0024530233141590147,0.7690140062232277,0.01750000000000134,0.03953267110408388
TRIP,2021-S2,semester,2021-07-01,2021-12-31,0.002218023468787564,0.6953423980049849,0.046642857142857305,0.13998517304259145
TRIP,2022-S1,semester,2022-01-01,2022-06-30,0.0025157941752702254,0.7886924459260167,0.053414285714285824,0.21185507973162407
TRIP,2022-S2,semester,2022-07-01,2022-12-31,0.0019969556574969054,0.6260384324754468,0.013214285714285876,0.06108133220180971
TRIP,2023-S1,semester,2023-01-01,2023-06-30,0.0017692593102671796,0.5546564447157594,0.014642857142856767,0.07627642192272337
TRIP,2023-S2,semester,2023-07-01,2023-12-31,0.001576571004918587,0.49424935245814366,0.10445000000000018,0.6159490693108596
TRIP,2024-S1,semester,2024-01-01,2024-06-30,0.001791241222934222,0.561547695453964,0.019999999999999574,0.08699391035188263
TRIP,2024-S2,semester,2024-07-01,2024-12-31,0.0019167879566222442,0.6009061459360241,0.04892142857142862,0.3248677159056668
TRIP,2025-S1,semester,2025-01-01,2025-06-30,0.002364384239292509,0.7412259743372033,0.027857142857142643,0.1921281595165187
TRIP,2025-S2,semester,2025-07-01,2025-12-31,0.0023690032241153298,0.7426740095037583,0.03664285714285739,0.22353554124548516
